pupilonrolltableid,NativeId,senneedstableid,senneedsorderseqcolumn,sourceid,sentyperank,sentype
0605d45a-c7c,SCH7,83b2d257,358,dc4f47a2,2.0,947f109c
0605d45a-c7c,SCH7,9b95d1de,354,dc4f47a2,2.0,dd71d7a8
0605d45a-c7c,SCH7,b8b128c8,350,dc4f47a2,3.0,df1e580a
0605d45a-c7c,SCH7,4f7d42df,351,dc4f47a2,1.0,ea726e17
0605d45a-c7c,SCH7,a4e4c49a,353,dc4f47a2,3.0,fa7f0486
0609495f-b7f,SCH2,611cc790,364,0bc02513,1.0,28105a0c
0609495f-b7f,SCH2,1e7868f7,365,0bc02513,3.0,2e52b40a
0609495f-b7f,SCH2,d8c415c5,366,0bc02513,4.0,3686e03d
0609495f-b7f,SCH2,ac1ca038,362,0bc02513,1.0,542e6690
0609495f-b7f,SCH2,f0c2d00f,360,0bc02513,4.0,5f4ab3e4
0609495f-b7f,SCH2,f334fe8a,363,0bc02513,5.0,66afa6e6
0609495f-b7f,SCH2,8d132dab,367,0bc02513,2.0,84d08338
0609495f-b7f,SCH2,23628e08,359,0bc02513,1.0,91c9658b
0609495f-b7f,SCH2,a16948a3,361,0bc02513,1.0,d2a05bc6
0632ec71-1d6,SCH8,fdd527bf,371,bfdc2579,1.0,05739ef6
0632ec71-1d6,SCH8,d4b90553,370,bfdc2579,2.0,45eb70f2
0632ec71-1d6,SCH8,3b21f3a7,368,bfdc2579,7.0,9f61c407
0632ec71-1d6,SCH8,dbdd062b,369,bfdc2579,1.0,fa60e401
06377f50-905,SCH3,6df66ad1,372,84887c4e,2.0,8fdf3f43
0639abea-ce2,SCH2,b63d2049,381,ea007edc,1.0,16615ff8
0639abea-ce2,SCH2,f26f1ae8,380,ea007edc,1.0,33ad42a5
0639abea-ce2,SCH2,62695e5d,377,ea007edc,1.0,654e6eb9
0639abea-ce2,SCH2,38dabb5d,379,ea007edc,2.0,7e64be7f
0639abea-ce2,SCH2,84646794,376,ea007edc,2.0,83c6c39e
0639abea-ce2,SCH2,b5d17fdb,378,ea007edc,1.0,a876c8fc
0639abea-ce2,SCH2,89291b3d,373,ea007edc,1.0,cb7da21b
0639abea-ce2,SCH2,378f4e9d,374,ea007edc,1.0,db7c498f
0639abea-ce2,SCH2,701c2594,382,ea007edc,1.0,dc9d445a
0639abea-ce2,SCH2,35e10c6a,375,ea007edc,1.0,e7bb0035
063b442f-cdf,SCH1,68ed7c04,388,9184155b,2.0,27fe397d
063b442f-cdf,SCH1,f9714ce8,387,9184155b,3.0,5c6152b0
063b442f-cdf,SCH1,cd874571,384,9184155b,1.0,63dfe2f6
063b442f-cdf,SCH1,5346c518,385,9184155b,2.0,6905e210
063b442f-cdf,SCH1,5968cc92,386,9184155b,1.0,e5cebe62
063b442f-cdf,SCH1,490e7a39,383,9184155b,2.0,e9ed4560
063f5194-017,SCH7,23d358f7,391,524ca44d,1.0,00e5dd78
063f5194-017,SCH7,f197110c,389,524ca44d,2.0,321a1f2a
063f5194-017,SCH7,eb567d4b,397,524ca44d,1.0,72830557
063f5194-017,SCH7,dd6b0f14,396,524ca44d,2.0,7c63b0aa
063f5194-017,SCH7,15c48b62,393,524ca44d,6.0,81db024e
063f5194-017,SCH7,806a6924,395,524ca44d,1.0,8c74e5d3
063f5194-017,SCH7,67389f42,394,524ca44d,3.0,94646483
063f5194-017,SCH7,37edc1c6,392,524ca44d,3.0,9ffcc27c
063f5194-017,SCH7,59172df9,390,524ca44d,1.0,ca408589
063f5194-017,SCH7,d3388539,398,524ca44d,1.0,f5581c19
06545a48-0b9,SCH1,b0fef4f5,399,17c26a70,1.0,082e2436
06545a48-0b9,SCH1,9e917eb3,401,17c26a70,3.0,c0d10c26
06545a48-0b9,SCH1,90ce85ff,400,17c26a70,4.0,c162b3ef
06a430c2-8e6,SCH3,3c786331,402,0768f4a7,1.0,085d34ac
06a430c2-8e6,SCH3,742493a6,403,0768f4a7,3.0,ce9510b5
06a85ff3-af6,SCH5,14f45056,406,8e5ed3d2,1.0,245a6293
06a85ff3-af6,SCH5,de272341,405,8e5ed3d2,2.0,3758b740
06a85ff3-af6,SCH5,fdc0673a,404,8e5ed3d2,4.0,bcea73b8
06cffad4-81e,SCH6,b6f96348,410,8a459b17,1.0,60841f6e
06cffad4-81e,SCH6,8b12e85a,407,8a459b17,1.0,7f1d4139
06cffad4-81e,SCH6,a3872c3e,411,8a459b17,3.0,c17de855
06cffad4-81e,SCH6,6479795b,408,8a459b17,2.0,f55b8b9a
06cffad4-81e,SCH6,a46cc843,409,8a459b17,2.0,fd41fae8
06d15343-253,SCH1,542ec4c1,413,6043fc50,6.0,51556217
06d15343-253,SCH1,d83f54b1,416,6043fc50,1.0,7c5f1baa
06d15343-253,SCH1,5d805794,417,6043fc50,1.0,91732258
06d15343-253,SCH1,e4dfc9d2,415,6043fc50,1.0,b0ab9673
06d15343-253,SCH1,8106e2e9,414,6043fc50,1.0,dc4e50df
06d15343-253,SCH1,6f903e49,412,6043fc50,1.0,ddb6857c
06d15343-253,SCH1,0ff53f84,418,6043fc50,1.0,ee3d2a6e
071dc664-201,SCH1,ece42251,425,e892bf25,5.0,0b396699
071dc664-201,SCH1,15979228,419,e892bf25,4.0,2c0829ee
071dc664-201,SCH1,c62e4769,423,e892bf25,3.0,4c51f7af
071dc664-201,SCH1,017ddc1c,426,e892bf25,3.0,5ee5fd4b
071dc664-201,SCH1,a930dfc3,424,e892bf25,2.0,90d852dd
071dc664-201,SCH1,14411aa6,420,e892bf25,5.0,c4a06fd7
071dc664-201,SCH1,6251d455,421,e892bf25,3.0,d95b3598
071dc664-201,SCH1,d055788d,422,e892bf25,4.0,fb8dad9b
07220d06-732,SCH6,b5fcf641,431,71c79684,5.0,4dc54b6d
07220d06-732,SCH6,abe3927d,433,71c79684,4.0,6f5608a8
07220d06-732,SCH6,b96d883d,427,71c79684,1.0,83c3e2c7
07220d06-732,SCH6,c7a6f228,435,71c79684,1.0,a2a59310
07220d06-732,SCH6,f6407af1,432,71c79684,1.0,a927e821
07220d06-732,SCH6,f3adc53e,429,71c79684,4.0,b59a24ee
07220d06-732,SCH6,5e9e943b,428,71c79684,4.0,edf73d08
07220d06-732,SCH6,b6634f6b,434,71c79684,3.0,ee9d1114
07220d06-732,SCH6,9df52a43,430,71c79684,2.0,eec38da9
07267a43-f5a,SCH7,7e1ed0c9,440,fad75d77,1.0,184db8b3
07267a43-f5a,SCH7,5696958d,437,fad75d77,1.0,189c0017
07267a43-f5a,SCH7,d2cf3738,438,fad75d77,3.0,19d6d0c3
07267a43-f5a,SCH7,d86f49ae,442,fad75d77,2.0,1de5336f
07267a43-f5a,SCH7,6408dd01,439,fad75d77,3.0,3137705d
07267a43-f5a,SCH7,754c66bd,443,fad75d77,1.0,3c70ec8b
07267a43-f5a,SCH7,42b10eab,441,fad75d77,3.0,9b954cf9
07267a43-f5a,SCH7,c642609d,436,fad75d77,1.0,ed44bb72
074ac27e-041,SCH4,54c9b9f9,448,7789f135,2.0,10351252
074ac27e-041,SCH4,df055d53,444,7789f135,1.0,2e3a8370
074ac27e-041,SCH4,4f9ab39b,450,7789f135,3.0,361c6919
074ac27e-041,SCH4,e6d6b1ed,449,7789f135,1.0,5bc801b9
074ac27e-041,SCH4,2be1cfed,446,7789f135,1.0,5fb3a782
074ac27e-041,SCH4,d4e93289,447,7789f135,1.0,ae72ce57
074ac27e-041,SCH4,a47455e9,445,7789f135,1.0,cdb918bd
074b4b3d-e64,SCH4,001a93b4,451,708c7ea5,1.0,233cf76b
074b4b3d-e64,SCH4,191268a4,458,708c7ea5,1.0,2417f475
074b4b3d-e64,SCH4,6b701133,453,708c7ea5,2.0,4602bf55
074b4b3d-e64,SCH4,e914c509,452,708c7ea5,2.0,5f10dd68
074b4b3d-e64,SCH4,85557e9b,457,708c7ea5,1.0,81dfb202
074b4b3d-e64,SCH4,58f4c255,454,708c7ea5,4.0,876d2e66
074b4b3d-e64,SCH4,4d2072ff,455,708c7ea5,1.0,8a11d8e0
074b4b3d-e64,SCH4,9729e43d,456,708c7ea5,1.0,cbe0a52b
0796d650-a70,SCH5,d95e4f7c,460,f4ea585f,4.0,4cf51b6c
0796d650-a70,SCH5,b03f9b32,459,f4ea585f,3.0,5b19a4c1
0796d650-a70,SCH5,c3c282e1,466,f4ea585f,6.0,9966c6ef
0796d650-a70,SCH5,2d640653,464,f4ea585f,3.0,9fddf1a6
0796d650-a70,SCH5,43cdbba6,463,f4ea585f,2.0,a5f8ee54
0796d650-a70,SCH5,956a8987,467,f4ea585f,2.0,cf92ce11
0796d650-a70,SCH5,ccda62e3,462,f4ea585f,1.0,e758ef0a
0796d650-a70,SCH5,246df61c,465,f4ea585f,1.0,e808e502
0796d650-a70,SCH5,1dec4061,461,f4ea585f,5.0,fc57113c
07988c39-7b6,SCH5,17b5355c,472,b07dd35f,1.0,074670ef
07988c39-7b6,SCH5,cdb881e1,469,b07dd35f,1.0,5fd6c6d5
07988c39-7b6,SCH5,e890e774,471,b07dd35f,5.0,a4a5c595
07988c39-7b6,SCH5,71ef0900,468,b07dd35f,3.0,f3405826
07988c39-7b6,SCH5,39909b46,470,b07dd35f,1.0,f8f6b156
07b16cdc-6a0,SCH3,3efb774c,473,d2b8ce94,1.0,22dadbc6
07b16cdc-6a0,SCH3,d35410ef,474,d2b8ce94,4.0,3fdb0de0
07b16cdc-6a0,SCH3,7128596c,475,d2b8ce94,2.0,77ee795a
07b16cdc-6a0,SCH3,d7a49b76,476,d2b8ce94,1.0,c5cfcc5e
07b86c3a-89f,SCH1,b08a0c39,482,9f0e95cf,8.0,1088b393
07b86c3a-89f,SCH1,66e16b2b,479,9f0e95cf,2.0,1e170141
07b86c3a-89f,SCH1,614a7e47,477,9f0e95cf,1.0,20298959
07b86c3a-89f,SCH1,43b12f48,481,9f0e95cf,2.0,215710f7
07b86c3a-89f,SCH1,5b6572ae,484,9f0e95cf,4.0,56886bbd
07b86c3a-89f,SCH1,bc219771,486,9f0e95cf,1.0,5c39df6e
07b86c3a-89f,SCH1,ab38bafa,485,9f0e95cf,1.0,70d0e6a1
07b86c3a-89f,SCH1,a9be0d6e,480,9f0e95cf,2.0,7e04452a
07b86c3a-89f,SCH1,0975d4b2,478,9f0e95cf,2.0,b6d359d1
07b86c3a-89f,SCH1,3fed742f,483,9f0e95cf,1.0,c199ab1f
07c77dbb-0f4,SCH8,9f650e26,491,ef539156,4.0,010dd967
07c77dbb-0f4,SCH8,ac1b0ea2,495,ef539156,4.0,27046fb1
07c77dbb-0f4,SCH8,c61c2e84,490,ef539156,1.0,4ac7ab72
07c77dbb-0f4,SCH8,dd65521a,489,ef539156,2.0,81f3fcc2
07c77dbb-0f4,SCH8,aecac70d,496,ef539156,1.0,89a86fb1
07c77dbb-0f4,SCH8,3f049432,493,ef539156,2.0,8c62713e
07c77dbb-0f4,SCH8,4340c486,488,ef539156,4.0,94122956
07c77dbb-0f4,SCH8,7f1424f8,487,ef539156,1.0,acc4e18d
07c77dbb-0f4,SCH8,7c8993c9,494,ef539156,1.0,ba7f26ad
07c77dbb-0f4,SCH8,d29f6976,492,ef539156,2.0,eca2abb0
07e3555d-ab3,SCH6,ae8e4faa,505,751f444b,3.0,46b1ef7c
07e3555d-ab3,SCH6,2da7ddac,497,751f444b,1.0,54940e18
07e3555d-ab3,SCH6,d9b1457d,504,751f444b,1.0,6468b649
07e3555d-ab3,SCH6,9c85ba38,500,751f444b,2.0,7f03f6b0
07e3555d-ab3,SCH6,2559dc90,498,751f444b,1.0,b3f8ea1c
07e3555d-ab3,SCH6,1948d0bc,499,751f444b,1.0,b56fa413
07e3555d-ab3,SCH6,1fa34678,501,751f444b,4.0,cc08570d
07e3555d-ab3,SCH6,a8041073,502,751f444b,5.0,de52746e
07e3555d-ab3,SCH6,41d9019a,503,751f444b,3.0,f2e42805
07f54fe8-979,SCH1,8f96c76d,514,0102a7cb,1.0,13e84b56
07f54fe8-979,SCH1,4cb2d093,509,0102a7cb,3.0,1ae04855
07f54fe8-979,SCH1,7389ae58,512,0102a7cb,2.0,52bd1416
07f54fe8-979,SCH1,42d8acdb,508,0102a7cb,3.0,83073374
07f54fe8-979,SCH1,1ce40ca5,511,0102a7cb,1.0,8bee22d0
07f54fe8-979,SCH1,0039c7b9,510,0102a7cb,1.0,ab98e3fb
07f54fe8-979,SCH1,88fcb903,513,0102a7cb,1.0,b9aa717e
07f54fe8-979,SCH1,0c0f2dda,515,0102a7cb,4.0,e671f956
07f54fe8-979,SCH1,17dba7c9,506,0102a7cb,1.0,e86e8ae7
07f54fe8-979,SCH1,67402dbd,507,0102a7cb,3.0,fd2e59f8
080a5d3b-d34,SCH4,b7fd22ff,523,a8e46c46,1.0,01db58e4
080a5d3b-d34,SCH4,d8fb9686,517,a8e46c46,5.0,092b6585
080a5d3b-d34,SCH4,0f6ec86d,519,a8e46c46,4.0,1488db8e
080a5d3b-d34,SCH4,57d17008,525,a8e46c46,3.0,1e421843
080a5d3b-d34,SCH4,e7117106,522,a8e46c46,1.0,40599d9a
080a5d3b-d34,SCH4,8de657d1,520,a8e46c46,1.0,48b48491
080a5d3b-d34,SCH4,ca010d46,524,a8e46c46,1.0,ab7dc14f
080a5d3b-d34,SCH4,c6d76ded,518,a8e46c46,1.0,ac53b648
080a5d3b-d34,SCH4,2496206f,516,a8e46c46,1.0,adc9cb51
080a5d3b-d34,SCH4,88b6e5b7,521,a8e46c46,4.0,e09928c8
08131798-46e,SCH8,5e53cf8a,530,6272a6a7,7.0,40fe5ea1
08131798-46e,SCH8,5be91796,531,6272a6a7,1.0,534b2215
08131798-46e,SCH8,51a127de,527,6272a6a7,1.0,77cc72d9
08131798-46e,SCH8,0c2ad8fd,528,6272a6a7,1.0,9e288067
08131798-46e,SCH8,247aed34,526,6272a6a7,2.0,aec699f4
08131798-46e,SCH8,384cdf3f,529,6272a6a7,2.0,d6cae045
081ad777-365,SCH3,63a285cc,538,1c022c7b,7.0,0d16d52f
081ad777-365,SCH3,811b1420,533,1c022c7b,5.0,13ec3fe1
081ad777-365,SCH3,2723286e,535,1c022c7b,1.0,600a3957
081ad777-365,SCH3,da322738,537,1c022c7b,1.0,83fb5617
081ad777-365,SCH3,8d0f89e0,532,1c022c7b,1.0,a92b96ad
081ad777-365,SCH3,78c74e80,534,1c022c7b,4.0,b6e3e185
081ad777-365,SCH3,6b2bd93a,536,1c022c7b,1.0,cdbfb21a
081ad777-365,SCH3,2d73c28d,539,1c022c7b,3.0,da142337
08227306-15e,SCH2,acfe6518,546,4ba5641e,3.0,02c17242
08227306-15e,SCH2,ca2d5aa1,544,4ba5641e,2.0,6e82130a
08227306-15e,SCH2,70419ec3,541,4ba5641e,1.0,7536b912
08227306-15e,SCH2,f8507dbc,542,4ba5641e,1.0,77462da5
08227306-15e,SCH2,03280405,540,4ba5641e,2.0,87854a18
08227306-15e,SCH2,ba19fe3d,545,4ba5641e,3.0,a72a07cc
08227306-15e,SCH2,aca0fd9d,543,4ba5641e,1.0,e3990452
0839f876-0c1,SCH8,9e808c31,550,0bc7b83e,6.0,1c2fd169
0839f876-0c1,SCH8,26aab2d4,553,0bc7b83e,1.0,37e54b11
0839f876-0c1,SCH8,0f61b341,548,0bc7b83e,1.0,4581ce02
0839f876-0c1,SCH8,1e7fccea,547,0bc7b83e,1.0,5965bb87
0839f876-0c1,SCH8,b46f2b39,555,0bc7b83e,4.0,7c86ed50
0839f876-0c1,SCH8,7527c964,549,0bc7b83e,4.0,8f776909
0839f876-0c1,SCH8,489ea850,551,0bc7b83e,1.0,bb33895e
0839f876-0c1,SCH8,94cd14ef,554,0bc7b83e,1.0,c3609e1b
0839f876-0c1,SCH8,903e9fd2,552,0bc7b83e,1.0,e28cfec7
084ecee1-cb9,SCH4,58fba7c6,559,35cf465e,1.0,13f6c166
084ecee1-cb9,SCH4,81df5351,561,35cf465e,1.0,477359a9
084ecee1-cb9,SCH4,efdd7a50,558,35cf465e,2.0,5a4bba29
084ecee1-cb9,SCH4,ec004d78,556,35cf465e,4.0,5a8a11c8
084ecee1-cb9,SCH4,91a7aaf5,557,35cf465e,1.0,969a972d
084ecee1-cb9,SCH4,addd45ac,560,35cf465e,5.0,fda72bc0
08783fe7-374,SCH7,7866e212,562,e045534a,1.0,00ae934d
08783fe7-374,SCH7,646f212c,564,e045534a,2.0,3e616542
08783fe7-374,SCH7,1b52bc57,563,e045534a,1.0,7038042e
0895adca-c7e,SCH6,41abddb4,566,e396bec6,3.0,23211076
0895adca-c7e,SCH6,1ea026ad,565,e396bec6,3.0,28b3c6dd
0895adca-c7e,SCH6,68c60130,567,e396bec6,3.0,ab79a1f4
08a42667-dd5,SCH2,ae1648d2,569,8af54826,3.0,28934d55
08a42667-dd5,SCH2,9b78116f,573,8af54826,2.0,3c0caa26
08a42667-dd5,SCH2,8543972a,568,8af54826,4.0,3e8f4102
08a42667-dd5,SCH2,ebbe4fc4,571,8af54826,1.0,5140ed89
08a42667-dd5,SCH2,d6ce4575,575,8af54826,2.0,61324619
08a42667-dd5,SCH2,b8ba01fa,574,8af54826,2.0,b542b143
08a42667-dd5,SCH2,1f3ae150,570,8af54826,1.0,bbb313f0
08a42667-dd5,SCH2,6572d518,572,8af54826,5.0,eb10fa50
08a42667-dd5,SCH2,8dcb332e,576,8af54826,2.0,fc16a89a
08de21c7-f13,SCH3,404abeb4,577,df5ba410,1.0,8581c064
08de21c7-f13,SCH3,a880f2ee,578,df5ba410,2.0,bade8232
09004ef6-851,SCH8,db1b0711,583,a12f88e3,2.0,13d6c13d
09004ef6-851,SCH8,d016dce3,582,a12f88e3,2.0,40ea7a2f
09004ef6-851,SCH8,4136f5a6,580,a12f88e3,1.0,5df46200
09004ef6-851,SCH8,410226d9,581,a12f88e3,1.0,779cfd74
09004ef6-851,SCH8,ec89887a,579,a12f88e3,3.0,89eac98b
09008aab-1ab,SCH6,d45ae142,588,ac4a93b7,2.0,06eca5b9
09008aab-1ab,SCH6,b038db3f,586,ac4a93b7,2.0,1905bf73
09008aab-1ab,SCH6,0fa0e1b7,585,ac4a93b7,1.0,4152668b
09008aab-1ab,SCH6,9c2f7d77,584,ac4a93b7,1.0,aed76de4
09008aab-1ab,SCH6,e0f6750f,587,ac4a93b7,3.0,c380560a
09030d77-191,SCH4,cbd3a776,590,6ac0a8eb,2.0,26ed4bef
09030d77-191,SCH4,50a8ed45,589,6ac0a8eb,1.0,a1775719
09030d77-191,SCH4,9057636f,591,6ac0a8eb,1.0,cc43aa5c
092f48fe-def,SCH2,747064e8,599,8fc81479,1.0,10251e39
092f48fe-def,SCH2,53bef766,593,8fc81479,1.0,2e07aac0
092f48fe-def,SCH2,68bfb2ba,598,8fc81479,2.0,59879b57
092f48fe-def,SCH2,a9048ebd,595,8fc81479,2.0,671ae972
092f48fe-def,SCH2,cbdf38bc,597,8fc81479,2.0,7c1e9469
092f48fe-def,SCH2,3ad77dd1,594,8fc81479,2.0,8871f844
092f48fe-def,SCH2,7a7b2362,596,8fc81479,7.0,e1397558
092f48fe-def,SCH2,98152470,592,8fc81479,2.0,fb08bacf
095e1a22-3e0,SCH5,f2b5f6e0,600,2e3e7480,4.0,0ffc7003
095e1a22-3e0,SCH5,44eb4b0e,608,2e3e7480,4.0,63ac673b
095e1a22-3e0,SCH5,3fd4dcb7,605,2e3e7480,5.0,7d94433e
095e1a22-3e0,SCH5,a089b8f8,609,2e3e7480,1.0,7ffda4a2
095e1a22-3e0,SCH5,602fd269,606,2e3e7480,1.0,b06abd07
095e1a22-3e0,SCH5,56c99554,604,2e3e7480,1.0,b5fb528d
095e1a22-3e0,SCH5,d6b9c04d,607,2e3e7480,4.0,c1f72d67
095e1a22-3e0,SCH5,cb136e2e,602,2e3e7480,2.0,e6be4975
095e1a22-3e0,SCH5,0bad8253,601,2e3e7480,1.0,f7277587
095e1a22-3e0,SCH5,cae859eb,603,2e3e7480,2.0,fc64ce42
09655a3b-8c8,SCH2,c1337ad8,610,db31a1f8,2.0,34841087
097b66e3-ba9,SCH1,477945b1,612,59af44ce,1.0,3f2bbdd0
097b66e3-ba9,SCH1,32260213,611,59af44ce,1.0,b78be343
097b66e3-ba9,SCH1,d051f1de,613,59af44ce,1.0,ef2bd4a4
099047a4-7ab,SCH1,7171cfc2,615,506cb8f7,3.0,08c3f095
099047a4-7ab,SCH1,260660c4,621,506cb8f7,4.0,0e54c5f4
099047a4-7ab,SCH1,1133e335,618,506cb8f7,1.0,1fd5b738
099047a4-7ab,SCH1,b260805c,616,506cb8f7,3.0,51f298a2
099047a4-7ab,SCH1,6cf9751c,619,506cb8f7,3.0,621ec6d8
099047a4-7ab,SCH1,6756643e,622,506cb8f7,2.0,8a71e215
099047a4-7ab,SCH1,04064480,617,506cb8f7,3.0,92d6e350
099047a4-7ab,SCH1,ec67e90c,614,506cb8f7,2.0,f15dcf81
099047a4-7ab,SCH1,770442a2,620,506cb8f7,1.0,fe8a1203
099e20d6-d19,SCH6,d13d429f,624,8d37b210,1.0,03fd6a77
099e20d6-d19,SCH6,75cebc51,625,8d37b210,4.0,511008ef
099e20d6-d19,SCH6,002326cd,626,8d37b210,4.0,529b24c3
099e20d6-d19,SCH6,2c2f53d0,623,8d37b210,1.0,8b3fd17a
09b1216c-359,SCH7,ea5dceb1,630,99d00950,5.0,289eddbe
09b1216c-359,SCH7,26f43922,632,99d00950,3.0,353585c8
09b1216c-359,SCH7,84ff70d5,628,99d00950,3.0,426bb956
09b1216c-359,SCH7,82acb282,631,99d00950,4.0,5839e67d
09b1216c-359,SCH7,e76ffb7e,627,99d00950,3.0,70b83e58
09b1216c-359,SCH7,0dc57072,629,99d00950,3.0,7c9e1bff
09bc5e79-a23,SCH7,2ee6b63c,633,cafab1f7,4.0,0a602c68
09bc5e79-a23,SCH7,ac00a8d0,642,cafab1f7,3.0,1df58ec1
09bc5e79-a23,SCH7,cf2ff0dd,634,cafab1f7,2.0,3794b85b
09bc5e79-a23,SCH7,8bf1360d,636,cafab1f7,1.0,495cfae9
09bc5e79-a23,SCH7,0b63f2ce,641,cafab1f7,1.0,569ba035
09bc5e79-a23,SCH7,74c1aa51,640,cafab1f7,4.0,73aaebe9
09bc5e79-a23,SCH7,aaa12e96,637,cafab1f7,1.0,848a50e8
09bc5e79-a23,SCH7,eb625805,635,cafab1f7,4.0,c48b187a
09bc5e79-a23,SCH7,6829355d,638,cafab1f7,2.0,c63e6741
09bc5e79-a23,SCH7,cbf93d02,639,cafab1f7,1.0,d9118e35
09d257d5-5e3,SCH3,34344cdf,646,84a09b5e,1.0,9d784121
09d257d5-5e3,SCH3,a77b0a37,643,84a09b5e,2.0,b2f44bcf
09d257d5-5e3,SCH3,95cbfcb4,644,84a09b5e,6.0,c62fe13e
09d257d5-5e3,SCH3,788a91a2,645,84a09b5e,1.0,c857e1b2
09d257d5-5e3,SCH3,df69e257,647,84a09b5e,1.0,ffaaf3ee
09d68658-4cb,SCH1,1e93baf0,650,d06f83d0,1.0,0dfe8ad2
09d68658-4cb,SCH1,3aa09017,649,d06f83d0,2.0,2fdf58ad
09d68658-4cb,SCH1,ba5baece,648,d06f83d0,4.0,35e60012
09d68658-4cb,SCH1,38123730,651,d06f83d0,5.0,4f65dff8
09d68658-4cb,SCH1,f64ab606,654,d06f83d0,5.0,53862a67
09d68658-4cb,SCH1,923391df,655,d06f83d0,1.0,6e7747e9
09d68658-4cb,SCH1,ba565e35,653,d06f83d0,3.0,82f8ef87
09d68658-4cb,SCH1,d1fc6d69,652,d06f83d0,2.0,b4c85cbe
09d68658-4cb,SCH1,068e9700,657,d06f83d0,1.0,ef248a3f
09d68658-4cb,SCH1,20413eb1,656,d06f83d0,2.0,f609b10e
09ed45af-b88,SCH7,8b187816,664,f1ada288,1.0,018434fc
09ed45af-b88,SCH7,00c74db7,661,f1ada288,3.0,1a954315
09ed45af-b88,SCH7,e4a33b77,662,f1ada288,2.0,4f074861
09ed45af-b88,SCH7,b3a1c2d9,665,f1ada288,4.0,52ab36c9
09ed45af-b88,SCH7,444e52dd,663,f1ada288,1.0,793e02a4
09ed45af-b88,SCH7,11288047,658,f1ada288,6.0,8613e8b8
09ed45af-b88,SCH7,9c894190,659,f1ada288,2.0,8ada3755
09ed45af-b88,SCH7,6b8aee89,666,f1ada288,1.0,9fd43d81
09ed45af-b88,SCH7,cfeccf52,660,f1ada288,1.0,e06d27c8
09fb6fa6-9e1,SCH4,255cf811,672,7d7475c6,4.0,39d522b4
09fb6fa6-9e1,SCH4,4ed14613,667,7d7475c6,7.0,56b79766
09fb6fa6-9e1,SCH4,ae2af9c4,669,7d7475c6,7.0,8da1c5c4
09fb6fa6-9e1,SCH4,6c745dc5,671,7d7475c6,1.0,b468487a
09fb6fa6-9e1,SCH4,9c7c1923,668,7d7475c6,1.0,be21c434
09fb6fa6-9e1,SCH4,e24b2c21,670,7d7475c6,4.0,bfa08459
09fb6fa6-9e1,SCH4,44e0f68e,673,7d7475c6,3.0,c786a079
0a0065e4-3fc,SCH2,2715cf47,675,2fa5e9b4,1.0,2dae794c
0a0065e4-3fc,SCH2,2e9e50b5,679,2fa5e9b4,1.0,3e0978c0
0a0065e4-3fc,SCH2,960c3cb9,676,2fa5e9b4,3.0,61645d01
0a0065e4-3fc,SCH2,6f6ef5f6,674,2fa5e9b4,1.0,dd5145f8
0a0065e4-3fc,SCH2,e32649c8,678,2fa5e9b4,1.0,df9b1f89
0a0065e4-3fc,SCH2,3897363a,677,2fa5e9b4,4.0,ed10ba09
0a0065e4-3fc,SCH2,3204ae72,680,2fa5e9b4,1.0,f06a6fbf
0a0065e4-3fc,SCH2,22c26fce,681,2fa5e9b4,4.0,feadf472
0a378bfa-f04,SCH6,812f3273,685,94f5d4d9,1.0,27f182f9
0a378bfa-f04,SCH6,14fb0ac8,686,94f5d4d9,2.0,469713fa
0a378bfa-f04,SCH6,776255da,688,94f5d4d9,1.0,4915d002
0a378bfa-f04,SCH6,ce6f631c,684,94f5d4d9,3.0,8701a979
0a378bfa-f04,SCH6,e05f47c2,683,94f5d4d9,1.0,90e4fc4d
0a378bfa-f04,SCH6,6d4e61cb,687,94f5d4d9,1.0,d0461cba
0a378bfa-f04,SCH6,886a0c85,682,94f5d4d9,1.0,d5843a2b
0a3d35fa-4a0,SCH2,ffcdaf04,693,f626fbb4,1.0,1c8c5f16
0a3d35fa-4a0,SCH2,78d01a80,689,f626fbb4,1.0,3c949a8f
0a3d35fa-4a0,SCH2,c1875012,690,f626fbb4,3.0,91236aa7
0a3d35fa-4a0,SCH2,c34caa48,691,f626fbb4,3.0,c663c404
0a3d35fa-4a0,SCH2,393959a2,692,f626fbb4,1.0,f3dffda3
0a52e09d-dfb,SCH5,f88fc896,700,acea81bf,1.0,68d37648
0a52e09d-dfb,SCH5,bb99aa25,694,acea81bf,4.0,77ccbc79
0a52e09d-dfb,SCH5,fb4be0d7,697,acea81bf,1.0,8a62d679
0a52e09d-dfb,SCH5,c0ecff16,698,acea81bf,2.0,b2f81f65
0a52e09d-dfb,SCH5,a865a01b,695,acea81bf,3.0,e07898d2
0a52e09d-dfb,SCH5,a9ad1445,696,acea81bf,1.0,ed18628a
0a52e09d-dfb,SCH5,48c1100f,699,acea81bf,1.0,f287bc1e
0a52e09d-dfb,SCH5,0c18df39,701,acea81bf,1.0,f432e053
0a5d5cbb-fd3,SCH5,db222b63,704,3bf29241,6.0,34bbc173
0a5d5cbb-fd3,SCH5,45a60131,703,3bf29241,5.0,a2657dad
0a5d5cbb-fd3,SCH5,1ae1813c,702,3bf29241,5.0,b1b81f33
0a8dd423-e3f,SCH2,b4e2cf1d,714,841ce483,3.0,13be8a5a
0a8dd423-e3f,SCH2,2fb377cc,711,841ce483,1.0,4a42cd06
