pupilonrolltableid,NativeId,fsmperiodsonrolltableid,fsmperiodsonrollorderseqcolumn,sourceid,fsmstartdate,fsmenddate,ukcountry
027b55e4-bfd,SCH7,6d0c563f,251,cfeecd80,2024-Dec-17 00:00:00,,ENG
027b55e4-bfd,SCH7,b0123418,252,cfeecd80,2024-Oct-16 00:00:00,,ENG
027d46c2-4ac,SCH7,79e27fa5,253,0935ceb1,2024-Dec-09 00:00:00,2024-Oct-08 00:00:00,SCT
027d46c2-4ac,SCH7,046efe53,254,0935ceb1,2024-Sep-28 00:00:00,2024-Dec-15 00:00:00,SCT
027d46c2-4ac,SCH7,efb8adf8,255,0935ceb1,2024-Sep-09 00:00:00,,
027d46c2-4ac,SCH7,dc00902e,256,0935ceb1,2024-Nov-22 00:00:00,,ENG
027d46c2-4ac,SCH7,c0fcefdf,257,0935ceb1,2024-Oct-21 00:00:00,2024-Dec-11 00:00:00,WLS
027d46c2-4ac,SCH7,9ca9091f,258,0935ceb1,2024-Nov-04 00:00:00,2024-Dec-05 00:00:00,SCT
027d46c2-4ac,SCH7,ca3b696f,259,0935ceb1,2024-Dec-12 00:00:00,,ENG
027d46c2-4ac,SCH7,b6537e48,260,0935ceb1,2024-Nov-27 00:00:00,2024-Oct-30 00:00:00,
027d46c2-4ac,SCH7,fab395c1,261,0935ceb1,2024-Dec-15 00:00:00,,ENG
027d46c2-4ac,SCH7,a7254152,262,0935ceb1,2024-Nov-20 00:00:00,,ENG
0285fba6-041,SCH5,71df6253,263,d3fbc4ae,2024-Oct-28 00:00:00,,ENG
0285fba6-041,SCH5,f403241e,264,d3fbc4ae,2024-Nov-13 00:00:00,2024-Oct-19 00:00:00,ENG
0285fba6-041,SCH5,b1ec210e,265,d3fbc4ae,2024-Sep-22 00:00:00,2024-Oct-15 00:00:00,ENG
0285fba6-041,SCH5,6fcb2064,266,d3fbc4ae,2024-Nov-24 00:00:00,2024-Dec-10 00:00:00,ENG
0285fba6-041,SCH5,128e99b8,267,d3fbc4ae,2024-Oct-02 00:00:00,,ENG
02a43603-c14,SCH5,cbda2654,268,55c34e22,2024-Oct-23 00:00:00,,ENG
02c424ff-3d9,SCH1,75588581,269,8e2577da,2024-Oct-29 00:00:00,2024-Dec-02 00:00:00,ENG
02c424ff-3d9,SCH1,e4c86993,270,8e2577da,2024-Dec-15 00:00:00,,SCT
02c424ff-3d9,SCH1,f91773c3,271,8e2577da,2024-Dec-14 00:00:00,,
02c424ff-3d9,SCH1,968f9675,272,8e2577da,2024-Oct-16 00:00:00,,ENG
02c424ff-3d9,SCH1,a1a865fb,273,8e2577da,2024-Dec-13 00:00:00,,SCT
02c424ff-3d9,SCH1,6ee09cb1,274,8e2577da,2024-Nov-16 00:00:00,,
02c424ff-3d9,SCH1,6d6f6d3f,275,8e2577da,2024-Sep-05 00:00:00,,WLS
02c424ff-3d9,SCH1,ef7fd738,276,8e2577da,2024-Sep-27 00:00:00,,ENG
02c424ff-3d9,SCH1,06bd3465,277,8e2577da,2024-Nov-20 00:00:00,2024-Dec-01 00:00:00,SCT
02caee4d-04a,SCH1,b8be6a27,278,2101e669,2024-Oct-05 00:00:00,,SCT
02caee4d-04a,SCH1,ab2cf4e0,279,2101e669,2024-Oct-07 00:00:00,2024-Nov-14 00:00:00,ENG
0312d388-a0a,SCH3,fcfbdd10,280,15ec2067,2024-Oct-23 00:00:00,,SCT
0312d388-a0a,SCH3,7c048297,281,15ec2067,2024-Sep-25 00:00:00,,ENG
0312d388-a0a,SCH3,373753ee,282,15ec2067,2024-Oct-28 00:00:00,,SCT
0312d388-a0a,SCH3,7ae551bb,283,15ec2067,2024-Sep-16 00:00:00,,ENG
031d062d-c54,SCH7,d85c824f,284,2311394e,2024-Oct-17 00:00:00,,ENG
031d062d-c54,SCH7,d6ec0c53,285,2311394e,2024-Sep-24 00:00:00,2024-Dec-19 00:00:00,
031d062d-c54,SCH7,4a356e86,286,2311394e,2024-Oct-18 00:00:00,,ENG
031d062d-c54,SCH7,6b099219,287,2311394e,2024-Sep-12 00:00:00,,ENG
031d062d-c54,SCH7,db38d8db,288,2311394e,2024-Oct-20 00:00:00,2024-Oct-26 00:00:00,
031d062d-c54,SCH7,b840da1a,289,2311394e,2024-Oct-02 00:00:00,2024-Oct-24 00:00:00,ENG
031d062d-c54,SCH7,bfe24148,290,2311394e,2024-Oct-15 00:00:00,2024-Oct-24 00:00:00,ENG
031d062d-c54,SCH7,00a73c5b,291,2311394e,2024-Dec-08 00:00:00,,ENG
031d062d-c54,SCH7,e97b276f,292,2311394e,2024-Oct-15 00:00:00,2024-Oct-03 00:00:00,WLS
0343c16b-50a,SCH8,24fa75c0,293,81120117,2024-Dec-15 00:00:00,,ENG
0343c16b-50a,SCH8,8f5fae93,294,81120117,2024-Dec-10 00:00:00,,ENG
0343c16b-50a,SCH8,7dd8840f,295,81120117,2024-Nov-01 00:00:00,2024-Dec-08 00:00:00,ENG
0343c16b-50a,SCH8,be55befd,296,81120117,2024-Nov-09 00:00:00,2024-Sep-17 00:00:00,ENG
0343c16b-50a,SCH8,f318238f,297,81120117,2024-Oct-29 00:00:00,2024-Nov-28 00:00:00,WLS
0343c16b-50a,SCH8,17d0b9cc,298,81120117,2024-Oct-27 00:00:00,2024-Sep-21 00:00:00,SCT
0343c16b-50a,SCH8,353c1ade,299,81120117,2024-Nov-11 00:00:00,,ENG
0343c16b-50a,SCH8,8b17f544,300,81120117,2024-Oct-09 00:00:00,,SCT
03508675-23b,SCH1,817d679f,301,93f9e3e9,2024-Nov-14 00:00:00,2024-Dec-01 00:00:00,SCT
03508675-23b,SCH1,b726941a,302,93f9e3e9,2024-Sep-26 00:00:00,2024-Sep-23 00:00:00,WLS
03508675-23b,SCH1,eea4b77b,303,93f9e3e9,2024-Oct-22 00:00:00,,ENG
03508675-23b,SCH1,90686c1d,304,93f9e3e9,2024-Nov-12 00:00:00,2024-Oct-06 00:00:00,
035cbfb4-b5d,SCH7,5e6e5422,305,3a917340,2024-Oct-27 00:00:00,2024-Oct-13 00:00:00,ENG
035cbfb4-b5d,SCH7,8521916d,306,3a917340,2024-Dec-08 00:00:00,2024-Oct-03 00:00:00,ENG
035cbfb4-b5d,SCH7,cfaaf2ae,307,3a917340,2024-Nov-09 00:00:00,,ENG
035cbfb4-b5d,SCH7,6037b989,308,3a917340,2024-Nov-15 00:00:00,2024-Oct-05 00:00:00,SCT
035cbfb4-b5d,SCH7,29aeacbc,309,3a917340,2024-Oct-21 00:00:00,,ENG
035cbfb4-b5d,SCH7,591c645e,310,3a917340,2024-Sep-23 00:00:00,2024-Sep-13 00:00:00,ENG
035cbfb4-b5d,SCH7,5937a71e,311,3a917340,2024-Nov-09 00:00:00,,ENG
035e1118-911,SCH6,dc28d066,312,0afc7bd0,2024-Sep-30 00:00:00,,ENG
035e1118-911,SCH6,9479ec7b,313,0afc7bd0,2024-Sep-26 00:00:00,2024-Dec-17 00:00:00,
036bfa4a-8df,SCH5,7ddc341a,314,c7a03ea0,2024-Sep-14 00:00:00,,ENG
036bfa4a-8df,SCH5,0e10faea,315,c7a03ea0,2024-Sep-02 00:00:00,2024-Oct-17 00:00:00,ENG
036bfa4a-8df,SCH5,c6c78458,316,c7a03ea0,2024-Oct-09 00:00:00,,SCT
036bfa4a-8df,SCH5,d695a2fc,317,c7a03ea0,2024-Oct-16 00:00:00,2024-Oct-27 00:00:00,ENG
036bfa4a-8df,SCH5,a5828b26,318,c7a03ea0,2024-Oct-13 00:00:00,,SCT
036bfa4a-8df,SCH5,a9ad4272,319,c7a03ea0,2024-Dec-03 00:00:00,2024-Sep-10 00:00:00,ENG
038be476-cc3,SCH5,90b22e12,320,d5ac38f6,2024-Nov-19 00:00:00,,ENG
038be476-cc3,SCH5,c8bb77de,321,d5ac38f6,2024-Oct-09 00:00:00,,ENG
038be476-cc3,SCH5,f63e8c6c,322,d5ac38f6,2024-Sep-13 00:00:00,,ENG
038be476-cc3,SCH5,199b29a2,323,d5ac38f6,2024-Oct-30 00:00:00,,ENG
038be476-cc3,SCH5,38ea5723,324,d5ac38f6,2024-Sep-29 00:00:00,2024-Sep-19 00:00:00,ENG
038be476-cc3,SCH5,4045edfb,325,d5ac38f6,2024-Nov-26 00:00:00,,
038be476-cc3,SCH5,7e625ce0,326,d5ac38f6,2024-Sep-04 00:00:00,2024-Dec-09 00:00:00,
038be476-cc3,SCH5,a7b6cb97,327,d5ac38f6,2024-Oct-10 00:00:00,2024-Sep-10 00:00:00,ENG
038c2e27-cab,SCH8,690c4c8a,328,9bccee82,2024-Oct-15 00:00:00,2024-Dec-01 00:00:00,
038c2e27-cab,SCH8,027dc042,329,9bccee82,2024-Nov-13 00:00:00,2024-Sep-09 00:00:00,ENG
038c2e27-cab,SCH8,bf6a1756,330,9bccee82,2024-Sep-01 00:00:00,2024-Sep-05 00:00:00,ENG
038c2e27-cab,SCH8,0a3aa2b9,331,9bccee82,2024-Oct-10 00:00:00,,
038c2e27-cab,SCH8,536f52ed,332,9bccee82,2024-Dec-12 00:00:00,2024-Oct-27 00:00:00,ENG
038c2e27-cab,SCH8,aba5db7c,333,9bccee82,2024-Dec-19 00:00:00,2024-Oct-15 00:00:00,
038c2e27-cab,SCH8,c6c6a40e,334,9bccee82,2024-Oct-17 00:00:00,2024-Oct-10 00:00:00,SCT
038c2e27-cab,SCH8,81abc9b4,335,9bccee82,2024-Nov-05 00:00:00,,ENG
03c8f697-4e8,SCH7,23678df2,336,e0e1bc99,2024-Oct-20 00:00:00,2024-Oct-27 00:00:00,SCT
03c8f697-4e8,SCH7,02fc7321,337,e0e1bc99,2024-Dec-09 00:00:00,2024-Nov-13 00:00:00,ENG
03c8f697-4e8,SCH7,879bed11,338,e0e1bc99,2024-Dec-09 00:00:00,,
03c8f697-4e8,SCH7,a20a04fc,339,e0e1bc99,2024-Nov-25 00:00:00,,ENG
03c8f697-4e8,SCH7,b9987578,340,e0e1bc99,2024-Nov-13 00:00:00,2024-Sep-20 00:00:00,ENG
03c8f697-4e8,SCH7,3ebc437a,341,e0e1bc99,2024-Oct-09 00:00:00,,ENG
03cfdbb9-b8d,SCH8,236e18a0,342,aad8c53c,2024-Oct-09 00:00:00,,ENG
03cfdbb9-b8d,SCH8,8678b4dd,343,aad8c53c,2024-Nov-25 00:00:00,,
03cfdbb9-b8d,SCH8,f3bfdcb2,344,aad8c53c,2024-Sep-25 00:00:00,2024-Nov-27 00:00:00,WLS
03cfdbb9-b8d,SCH8,b1b49646,345,aad8c53c,2024-Sep-15 00:00:00,,ENG
03cfdbb9-b8d,SCH8,c752154f,346,aad8c53c,2024-Nov-29 00:00:00,2024-Dec-05 00:00:00,SCT
03cfdbb9-b8d,SCH8,5aea68d1,347,aad8c53c,2024-Sep-22 00:00:00,,ENG
03d764f9-164,SCH7,b0a05a46,348,de70ade5,2024-Oct-21 00:00:00,2024-Nov-04 00:00:00,WLS
03d764f9-164,SCH7,a87d6de5,349,de70ade5,2024-Oct-31 00:00:00,2024-Oct-31 00:00:00,SCT
03d764f9-164,SCH7,fc4ad14f,350,de70ade5,2024-Sep-23 00:00:00,,SCT
03d764f9-164,SCH7,5a42c1ee,351,de70ade5,2024-Nov-04 00:00:00,2024-Sep-29 00:00:00,
03d764f9-164,SCH7,1e80d855,352,de70ade5,2024-Dec-05 00:00:00,2024-Dec-03 00:00:00,ENG
03f40606-28a,SCH6,655af1f6,353,2088b092,2024-Dec-11 00:00:00,,
03f40606-28a,SCH6,cf6f0b51,354,2088b092,2024-Nov-19 00:00:00,,ENG
03f40606-28a,SCH6,c0df30a1,355,2088b092,2024-Oct-12 00:00:00,2024-Dec-03 00:00:00,ENG
03f40606-28a,SCH6,88274ecc,356,2088b092,2024-Nov-16 00:00:00,,ENG
03f40606-28a,SCH6,a6a99bef,357,2088b092,2024-Sep-27 00:00:00,2024-Nov-17 00:00:00,SCT
03f40606-28a,SCH6,2908b141,358,2088b092,2024-Nov-15 00:00:00,,NIR
03f40606-28a,SCH6,d5e8577e,359,2088b092,2024-Dec-02 00:00:00,2024-Dec-02 00:00:00,SCT
04051d11-e3f,SCH2,46e1810c,360,ef6eea6e,2024-Oct-09 00:00:00,,SCT
04051d11-e3f,SCH2,e1692709,361,ef6eea6e,2024-Oct-05 00:00:00,2024-Sep-07 00:00:00,SCT
04051d11-e3f,SCH2,19b63bf3,362,ef6eea6e,2024-Nov-26 00:00:00,,
04051d11-e3f,SCH2,20f492fc,363,ef6eea6e,2024-Oct-06 00:00:00,,
0418c456-17a,SCH5,b8bdeb54,364,f3457d37,2024-Nov-07 00:00:00,,ENG
0418c456-17a,SCH5,fac6b9a9,365,f3457d37,2024-Dec-04 00:00:00,2024-Sep-26 00:00:00,SCT
0418c456-17a,SCH5,3ede8c4f,366,f3457d37,2024-Oct-02 00:00:00,2024-Dec-09 00:00:00,ENG
0418c456-17a,SCH5,ca192f7a,367,f3457d37,2024-Nov-21 00:00:00,,ENG
0418c456-17a,SCH5,536b56c3,368,f3457d37,2024-Sep-27 00:00:00,,ENG
0418c456-17a,SCH5,80131189,369,f3457d37,2024-Sep-16 00:00:00,2024-Nov-18 00:00:00,
0418c456-17a,SCH5,d4597f89,370,f3457d37,2024-Nov-14 00:00:00,2024-Oct-22 00:00:00,ENG
0418c456-17a,SCH5,32066fc6,371,f3457d37,2024-Oct-16 00:00:00,,ENG
0418c456-17a,SCH5,68562a8e,372,f3457d37,2024-Sep-10 00:00:00,,ENG
0418c456-17a,SCH5,6feac44e,373,f3457d37,2024-Sep-07 00:00:00,2024-Nov-26 00:00:00,ENG
0451d8d5-881,SCH1,e194cde7,374,3c7c49e7,2024-Nov-19 00:00:00,2024-Nov-10 00:00:00,SCT
0451d8d5-881,SCH1,1bb7030a,375,3c7c49e7,2024-Dec-02 00:00:00,,ENG
0451d8d5-881,SCH1,52f1720b,376,3c7c49e7,2024-Oct-10 00:00:00,2024-Oct-02 00:00:00,ENG
0451d8d5-881,SCH1,cc2a53fd,377,3c7c49e7,2024-Oct-12 00:00:00,,
0451d8d5-881,SCH1,eba91f7c,378,3c7c49e7,2024-Oct-18 00:00:00,,ENG
0451d8d5-881,SCH1,6c9c5b38,379,3c7c49e7,2024-Nov-30 00:00:00,2024-Sep-26 00:00:00,SCT
0451d8d5-881,SCH1,6d2aaf82,380,3c7c49e7,2024-Sep-11 00:00:00,,SCT
04524f09-7e5,SCH5,4c5a9512,381,b4974639,2024-Sep-04 00:00:00,,ENG
04524f09-7e5,SCH5,3e2b9e95,382,b4974639,2024-Sep-19 00:00:00,2024-Sep-02 00:00:00,ENG
04524f09-7e5,SCH5,02f5b6b3,383,b4974639,2024-Nov-06 00:00:00,2024-Nov-06 00:00:00,ENG
04524f09-7e5,SCH5,b3666696,384,b4974639,2024-Dec-16 00:00:00,2024-Sep-01 00:00:00,SCT
04524f09-7e5,SCH5,438c1e79,385,b4974639,2024-Oct-12 00:00:00,,ENG
04524f09-7e5,SCH5,76670cdc,386,b4974639,2024-Sep-19 00:00:00,2024-Dec-17 00:00:00,WLS
04524f09-7e5,SCH5,bee61a79,387,b4974639,2024-Dec-14 00:00:00,2024-Nov-03 00:00:00,ENG
04524f09-7e5,SCH5,b6a99c75,388,b4974639,2024-Oct-11 00:00:00,2024-Nov-04 00:00:00,ENG
04524f09-7e5,SCH5,5eaffb36,389,b4974639,2024-Oct-11 00:00:00,2024-Sep-30 00:00:00,ENG
0453f131-7e2,SCH8,c0442b7c,390,0032114d,2024-Oct-20 00:00:00,2024-Nov-04 00:00:00,SCT
0453f131-7e2,SCH8,79ef1ad8,391,0032114d,2024-Dec-05 00:00:00,,ENG
048ff162-172,SCH2,bd09b168,392,421a9d7b,2024-Sep-13 00:00:00,,SCT
048ff162-172,SCH2,2bb9a8f6,393,421a9d7b,2024-Oct-24 00:00:00,,ENG
048ff162-172,SCH2,454b3713,394,421a9d7b,2024-Nov-04 00:00:00,,ENG
048ff162-172,SCH2,2b3c5c4f,395,421a9d7b,2024-Dec-09 00:00:00,,ENG
048ff162-172,SCH2,cb2a7f17,396,421a9d7b,2024-Dec-07 00:00:00,,ENG
049a1e36-273,SCH5,2873eb30,397,b95e5df2,2024-Nov-02 00:00:00,2024-Nov-22 00:00:00,ENG
049a1e36-273,SCH5,efde97f0,398,b95e5df2,2024-Nov-25 00:00:00,,
049a1e36-273,SCH5,98fb5e86,399,b95e5df2,2024-Sep-20 00:00:00,,WLS
049a1e36-273,SCH5,2b5ae7c6,400,b95e5df2,2024-Sep-29 00:00:00,,WLS
049a1e36-273,SCH5,5d8c3ea1,401,b95e5df2,2024-Nov-14 00:00:00,2024-Nov-01 00:00:00,ENG
049a1e36-273,SCH5,1ec9ad1a,402,b95e5df2,2024-Dec-01 00:00:00,2024-Sep-06 00:00:00,ENG
049a1e36-273,SCH5,2503ebdb,403,b95e5df2,2024-Dec-18 00:00:00,,ENG
049a1e36-273,SCH5,14456de4,404,b95e5df2,2024-Nov-09 00:00:00,,ENG
04a82cbe-ee8,SCH7,395d2bd1,405,a8f5e0c6,2024-Oct-24 00:00:00,,WLS
04a82cbe-ee8,SCH7,0c4e88e4,406,a8f5e0c6,2024-Sep-28 00:00:00,,SCT
04a82cbe-ee8,SCH7,b26faae5,407,a8f5e0c6,2024-Oct-31 00:00:00,2024-Nov-19 00:00:00,ENG
04a82cbe-ee8,SCH7,8fbe8e86,408,a8f5e0c6,2024-Sep-16 00:00:00,,SCT
04a82cbe-ee8,SCH7,59324fc0,409,a8f5e0c6,2024-Dec-01 00:00:00,,ENG
04a82cbe-ee8,SCH7,b4ae2380,410,a8f5e0c6,2024-Nov-11 00:00:00,2024-Oct-19 00:00:00,WLS
04a82cbe-ee8,SCH7,afdee330,411,a8f5e0c6,2024-Sep-16 00:00:00,2024-Nov-10 00:00:00,ENG
04a82cbe-ee8,SCH7,17b8157c,412,a8f5e0c6,2024-Nov-15 00:00:00,2024-Nov-20 00:00:00,ENG
04a82cbe-ee8,SCH7,0582ef58,413,a8f5e0c6,2024-Nov-23 00:00:00,2024-Oct-25 00:00:00,ENG
04a82cbe-ee8,SCH7,7b6865f0,414,a8f5e0c6,2024-Nov-05 00:00:00,,ENG
04aa087a-56b,SCH2,b2c78367,415,97bd5c67,2024-Oct-23 00:00:00,,ENG
04aa087a-56b,SCH2,80eda93f,416,97bd5c67,2024-Dec-16 00:00:00,,ENG
04aa087a-56b,SCH2,9ed210cb,417,97bd5c67,2024-Oct-25 00:00:00,2024-Sep-17 00:00:00,
04aa087a-56b,SCH2,2e522f5d,418,97bd5c67,2024-Nov-26 00:00:00,2024-Nov-16 00:00:00,ENG
04aa087a-56b,SCH2,d4bc9e64,419,97bd5c67,2024-Dec-10 00:00:00,,ENG
04aa087a-56b,SCH2,86bc2bb0,420,97bd5c67,2024-Sep-28 00:00:00,,SCT
04b08478-00c,SCH8,467f2517,421,058d13c9,2024-Sep-01 00:00:00,,ENG
04b08478-00c,SCH8,f633ecaa,422,058d13c9,2024-Oct-08 00:00:00,2024-Nov-18 00:00:00,ENG
04bb73ba-706,SCH4,20ceaf27,423,b4e7d588,2024-Sep-27 00:00:00,,ENG
04bb73ba-706,SCH4,e4cba0ae,424,b4e7d588,2024-Nov-27 00:00:00,,ENG
04bb73ba-706,SCH4,02b438a8,425,b4e7d588,2024-Dec-01 00:00:00,2024-Nov-21 00:00:00,
04bb73ba-706,SCH4,19d2ceeb,426,b4e7d588,2024-Nov-29 00:00:00,2024-Sep-22 00:00:00,ENG
04dc2391-b22,SCH2,7d6562d4,427,76fbf3c9,2024-Nov-01 00:00:00,2024-Nov-07 00:00:00,ENG
04dc2391-b22,SCH2,8e6e1fba,428,76fbf3c9,2024-Nov-21 00:00:00,2024-Sep-10 00:00:00,SCT
04dc2391-b22,SCH2,f07da6c7,429,76fbf3c9,2024-Nov-15 00:00:00,,ENG
04dc2391-b22,SCH2,00f8bb3f,430,76fbf3c9,2024-Oct-29 00:00:00,,SCT
04dc2391-b22,SCH2,3c83447b,431,76fbf3c9,2024-Nov-22 00:00:00,2024-Oct-20 00:00:00,
04dc2391-b22,SCH2,1f26dc12,432,76fbf3c9,2024-Nov-27 00:00:00,,ENG
04e4179f-966,SCH8,c0677737,433,f1da4a65,2024-Sep-21 00:00:00,,NIR
04e4179f-966,SCH8,aff957bc,434,f1da4a65,2024-Nov-08 00:00:00,,
04e4179f-966,SCH8,bdc67884,435,f1da4a65,2024-Nov-27 00:00:00,2024-Oct-14 00:00:00,SCT
04e4179f-966,SCH8,e7facfaa,436,f1da4a65,2024-Oct-17 00:00:00,2024-Dec-06 00:00:00,ENG
04e4179f-966,SCH8,5f5d37a8,437,f1da4a65,2024-Sep-18 00:00:00,,NIR
04e4179f-966,SCH8,2b29c803,438,f1da4a65,2024-Oct-20 00:00:00,2024-Nov-11 00:00:00,SCT
04e43d34-d9f,SCH2,b92103de,439,1bb92a14,2024-Oct-11 00:00:00,2024-Dec-02 00:00:00,NIR
04e43d34-d9f,SCH2,899b49a0,440,1bb92a14,2024-Nov-03 00:00:00,,SCT
0517669d-33e,SCH8,4958a57c,441,50c12f3c,2024-Dec-13 00:00:00,2024-Nov-01 00:00:00,SCT
0517669d-33e,SCH8,3dd0162c,442,50c12f3c,2024-Sep-20 00:00:00,,
0517669d-33e,SCH8,0f0625ef,443,50c12f3c,2024-Oct-05 00:00:00,2024-Sep-07 00:00:00,SCT
0517669d-33e,SCH8,de2e1ff9,444,50c12f3c,2024-Dec-10 00:00:00,2024-Nov-26 00:00:00,WLS
051dc393-f88,SCH8,699a84d1,445,8fe0d6fd,2024-Nov-11 00:00:00,2024-Dec-04 00:00:00,ENG
051df6c9-b35,SCH3,a2e6406a,446,dac291a6,2024-Oct-11 00:00:00,,ENG
051df6c9-b35,SCH3,00d64bf6,447,dac291a6,2024-Oct-21 00:00:00,2024-Dec-08 00:00:00,ENG
051df6c9-b35,SCH3,2d343ee7,448,dac291a6,2024-Sep-07 00:00:00,,ENG
051df6c9-b35,SCH3,8b18d1d0,449,dac291a6,2024-Sep-23 00:00:00,2024-Sep-02 00:00:00,ENG
051df6c9-b35,SCH3,5ad6d769,450,dac291a6,2024-Sep-02 00:00:00,,ENG
051df6c9-b35,SCH3,57d9d193,451,dac291a6,2024-Nov-26 00:00:00,2024-Sep-13 00:00:00,ENG
051df6c9-b35,SCH3,f1491ca3,452,dac291a6,2024-Oct-12 00:00:00,2024-Sep-21 00:00:00,ENG
05498b19-e0c,SCH1,36c38d8f,453,2ef05a1b,2024-Sep-02 00:00:00,,ENG
05498b19-e0c,SCH1,b519d340,454,2ef05a1b,2024-Nov-02 00:00:00,2024-Oct-27 00:00:00,SCT
05498b19-e0c,SCH1,3e78cdf6,455,2ef05a1b,2024-Nov-09 00:00:00,,ENG
05498b19-e0c,SCH1,a6e05338,456,2ef05a1b,2024-Oct-26 00:00:00,2024-Oct-13 00:00:00,ENG
05498b19-e0c,SCH1,f62b4979,457,2ef05a1b,2024-Dec-06 00:00:00,2024-Oct-07 00:00:00,SCT
05498b19-e0c,SCH1,a7b32aba,458,2ef05a1b,2024-Oct-09 00:00:00,2024-Dec-19 00:00:00,ENG
05498b19-e0c,SCH1,70a916d8,459,2ef05a1b,2024-Oct-30 00:00:00,,
05498b19-e0c,SCH1,ce9f7900,460,2ef05a1b,2024-Oct-02 00:00:00,,ENG
05498b19-e0c,SCH1,fa862151,461,2ef05a1b,2024-Oct-26 00:00:00,2024-Oct-29 00:00:00,ENG
05498b19-e0c,SCH1,14fa480d,462,2ef05a1b,2024-Dec-01 00:00:00,2024-Sep-24 00:00:00,SCT
0563c273-735,SCH2,5a5eb368,463,8f7658e2,2024-Nov-13 00:00:00,,ENG
0563c273-735,SCH2,76e31c8b,464,8f7658e2,2024-Oct-01 00:00:00,2024-Sep-25 00:00:00,ENG
0563c273-735,SCH2,79214d1d,465,8f7658e2,2024-Sep-23 00:00:00,2024-Nov-25 00:00:00,WLS
0563c273-735,SCH2,4c371ca6,466,8f7658e2,2024-Sep-04 00:00:00,2024-Nov-02 00:00:00,ENG
0563c273-735,SCH2,ebb87b3d,467,8f7658e2,2024-Oct-13 00:00:00,,ENG
0563c273-735,SCH2,3a7ba8db,468,8f7658e2,2024-Dec-19 00:00:00,,ENG
0563c273-735,SCH2,fa78d36c,469,8f7658e2,2024-Nov-19 00:00:00,2024-Dec-02 00:00:00,ENG
0563c273-735,SCH2,f50d7396,470,8f7658e2,2024-Nov-09 00:00:00,2024-Dec-13 00:00:00,ENG
0563c273-735,SCH2,6a68a3dc,471,8f7658e2,2024-Dec-09 00:00:00,,ENG
0563c273-735,SCH2,0d511fb1,472,8f7658e2,2024-Dec-01 00:00:00,2024-Oct-19 00:00:00,SCT
05698dca-2ae,SCH7,6c397372,473,53316de8,2024-Nov-02 00:00:00,,ENG
05698dca-2ae,SCH7,41c6a242,474,53316de8,2024-Nov-29 00:00:00,,ENG
05698dca-2ae,SCH7,f0a3b62b,475,53316de8,2024-Dec-03 00:00:00,,
05698dca-2ae,SCH7,55734b53,476,53316de8,2024-Oct-13 00:00:00,,ENG
05698dca-2ae,SCH7,4cb4c324,477,53316de8,2024-Oct-21 00:00:00,,ENG
05698dca-2ae,SCH7,30b66342,478,53316de8,2024-Sep-02 00:00:00,2024-Oct-03 00:00:00,SCT
05698dca-2ae,SCH7,7b63730c,479,53316de8,2024-Dec-03 00:00:00,2024-Oct-17 00:00:00,ENG
05698dca-2ae,SCH7,70fc0f79,480,53316de8,2024-Oct-11 00:00:00,,
0585a4ba-d33,SCH6,adee65d9,481,03d7d774,2024-Oct-11 00:00:00,2024-Oct-27 00:00:00,ENG
0585a4ba-d33,SCH6,30c4ee8b,482,03d7d774,2024-Nov-01 00:00:00,2024-Nov-12 00:00:00,SCT
0585a4ba-d33,SCH6,e503940a,483,03d7d774,2024-Sep-01 00:00:00,,ENG
0585a4ba-d33,SCH6,18e4c53c,484,03d7d774,2024-Oct-06 00:00:00,2024-Sep-08 00:00:00,ENG
0585a4ba-d33,SCH6,9766349c,485,03d7d774,2024-Nov-27 00:00:00,,WLS
0585a4ba-d33,SCH6,661b41ef,486,03d7d774,2024-Oct-25 00:00:00,,ENG
05896049-7f6,SCH6,c5e4beeb,487,4885e0fb,2024-Oct-04 00:00:00,,
05896049-7f6,SCH6,0535f204,488,4885e0fb,2024-Oct-29 00:00:00,2024-Sep-19 00:00:00,ENG
05896049-7f6,SCH6,c6eff847,489,4885e0fb,2024-Oct-15 00:00:00,2024-Nov-10 00:00:00,ENG
05896049-7f6,SCH6,b79142cf,490,4885e0fb,2024-Sep-20 00:00:00,,ENG
059d7c42-6fa,SCH6,b9117a59,491,c07b862e,2024-Nov-13 00:00:00,2024-Nov-27 00:00:00,
059d7c42-6fa,SCH6,85b82ecd,492,c07b862e,2024-Dec-09 00:00:00,,ENG
059d7c42-6fa,SCH6,caf9a623,493,c07b862e,2024-Oct-31 00:00:00,2024-Oct-15 00:00:00,ENG
059d7c42-6fa,SCH6,23c67093,494,c07b862e,2024-Dec-04 00:00:00,2024-Oct-02 00:00:00,ENG
059d7c42-6fa,SCH6,b22b8a02,495,c07b862e,2024-Oct-13 00:00:00,,ENG
059d7c42-6fa,SCH6,879f9372,496,c07b862e,2024-Oct-17 00:00:00,2024-Dec-09 00:00:00,ENG
059d7c42-6fa,SCH6,50347c38,497,c07b862e,2024-Nov-23 00:00:00,,ENG
05ad4b06-152,SCH2,22371ee9,498,c2347859,2024-Sep-11 00:00:00,2024-Oct-12 00:00:00,ENG
05ad4b06-152,SCH2,92f8dc0d,499,c2347859,2024-Dec-15 00:00:00,,ENG
05b16258-a68,SCH7,2740053d,500,9f7c2c35,2024-Oct-19 00:00:00,,ENG
